EmployeeNumber,Age,Gender,Edu,Education,MaritalStatus,Over18,Department,BusinessTravel,DistanceFromHome,EducationField,EmployeeCount,StandardHours
1281,34,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,6,Marketing,1,80
1282,51,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,9,Medical,1,80
1283,59,Male,1,Below College,Married,Y,Research & Development,Non-Travel,1,Life Sciences,1,80
1285,34,Female,1,Below College,Married,Y,Human Resources,Travel_Rarely,22,Human Resources,1,80
1286,28,Male,3,Bachelor,Married,Y,Sales,Travel_Frequently,9,Life Sciences,1,80
1288,44,Male,2,College,Single,Y,Research & Development,Travel_Rarely,28,Technical Degree,1,80
1289,34,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,10,Life Sciences,1,80
1291,35,Male,3,Bachelor,Married,Y,Human Resources,Non-Travel,4,Human Resources,1,80
1292,42,Female,1,Below College,Divorced,Y,Research & Development,Travel_Rarely,29,Medical,1,80
1293,43,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,13,Life Sciences,1,80
1294,36,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,27,Life Sciences,1,80
1295,44,Female,1,Below College,Married,Y,Research & Development,Travel_Rarely,16,Life Sciences,1,80
1296,28,Male,4,Master,Married,Y,Sales,Non-Travel,2,Marketing,1,80
1297,51,Female,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,2,Life Sciences,1,80
1298,30,Female,5,Doctor,Divorced,Y,Sales,Travel_Rarely,13,Marketing,1,80
1299,29,Female,1,Below College,Single,Y,Research & Development,Travel_Rarely,4,Medical,1,80
1301,28,Male,1,Below College,Single,Y,Research & Development,Travel_Frequently,24,Technical Degree,1,80
1303,25,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,19,Life Sciences,1,80
1304,32,Male,4,Master,Single,Y,Sales,Travel_Rarely,7,Medical,1,80
1306,45,Female,3,Bachelor,Married,Y,Human Resources,Travel_Rarely,4,Life Sciences,1,80
1307,39,Female,3,Bachelor,Married,Y,Human Resources,Travel_Frequently,10,Medical,1,80
1308,58,Male,3,Bachelor,Divorced,Y,Human Resources,Travel_Frequently,8,Human Resources,1,80
1309,32,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,8,Medical,1,80
1310,39,Male,3,Bachelor,Single,Y,Research & Development,Travel_Frequently,1,Life Sciences,1,80
1311,30,Female,2,College,Divorced,Y,Sales,Travel_Rarely,15,Marketing,1,80
1312,36,Female,3,Bachelor,Single,Y,Sales,Non-Travel,2,Marketing,1,80
1314,46,Female,4,Master,Single,Y,Sales,Travel_Rarely,11,Marketing,1,80
1315,28,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,4,Technical Degree,1,80
1317,50,Female,4,Master,Single,Y,Research & Development,Non-Travel,5,Technical Degree,1,80
1318,40,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,18,Medical,1,80
1319,52,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,17,Technical Degree,1,80
1321,30,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,12,Medical,1,80
1322,39,Male,3,Bachelor,Divorced,Y,Research & Development,Non-Travel,4,Technical Degree,1,80
1324,31,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1329,41,Male,3,Bachelor,Divorced,Y,Sales,Non-Travel,10,Life Sciences,1,80
1331,31,Female,3,Bachelor,Single,Y,Human Resources,Travel_Rarely,2,Life Sciences,1,80
1333,44,Male,2,College,Married,Y,Research & Development,Travel_Rarely,6,Other,1,80
1334,42,Male,4,Master,Married,Y,Sales,Travel_Rarely,29,Marketing,1,80
1336,55,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,3,Technical Degree,1,80
1338,56,Male,2,College,Married,Y,Sales,Travel_Rarely,9,Marketing,1,80
1340,40,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1344,34,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,10,Life Sciences,1,80
1346,40,Male,2,College,Divorced,Y,Research & Development,Travel_Frequently,1,Medical,1,80
1349,41,Female,2,College,Divorced,Y,Human Resources,Travel_Rarely,8,Other,1,80
1350,35,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,27,Life Sciences,1,80
1352,51,Male,2,College,Single,Y,Sales,Non-Travel,26,Life Sciences,1,80
1355,38,Female,2,College,Divorced,Y,Research & Development,Non-Travel,2,Medical,1,80
1356,34,Female,3,Bachelor,Divorced,Y,Human Resources,Non-Travel,2,Human Resources,1,80
1358,25,Male,4,Master,Married,Y,Research & Development,Travel_Frequently,9,Life Sciences,1,80
1360,58,Female,3,Bachelor,Divorced,Y,Sales,Travel_Frequently,20,Life Sciences,1,80
1361,40,Male,1,Below College,Divorced,Y,Sales,Travel_Rarely,4,Marketing,1,80
1362,36,Female,2,College,Married,Y,Human Resources,Travel_Rarely,20,Medical,1,80
1363,48,Male,2,College,Married,Y,Research & Development,Travel_Rarely,21,Medical,1,80
1364,27,Female,3,Bachelor,Divorced,Y,Sales,Non-Travel,2,Medical,1,80
1367,51,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,4,Life Sciences,1,80
1368,18,Female,4,Master,Married,Y,Sales,Travel_Frequently,7,Marketing,1,80
1369,35,Female,4,Master,Married,Y,Research & Development,Travel_Frequently,15,Life Sciences,1,80
1371,27,Male,3,Bachelor,Single,Y,Research & Development,Non-Travel,14,Medical,1,80
1372,55,Male,5,Doctor,Married,Y,Human Resources,Travel_Rarely,18,Human Resources,1,80
1373,56,Male,3,Bachelor,Divorced,Y,Human Resources,Travel_Rarely,13,Human Resources,1,80
1374,34,Female,4,Master,Married,Y,Sales,Non-Travel,2,Life Sciences,1,80
1375,40,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Other,1,80
1377,34,Male,4,Master,Married,Y,Sales,Travel_Frequently,2,Life Sciences,1,80
1379,31,Female,2,College,Single,Y,Research & Development,Travel_Frequently,5,Life Sciences,1,80
1380,35,Female,1,Below College,Married,Y,Research & Development,Travel_Frequently,20,Medical,1,80
1382,38,Male,4,Master,Single,Y,Sales,Travel_Frequently,10,Marketing,1,80
1383,34,Female,4,Master,Married,Y,Research & Development,Non-Travel,10,Technical Degree,1,80
1387,28,Male,2,College,Divorced,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1389,31,Male,2,College,Divorced,Y,Human Resources,Non-Travel,1,Life Sciences,1,80
1390,39,Male,1,Below College,Divorced,Y,Research & Development,Travel_Rarely,29,Life Sciences,1,80
1391,51,Male,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,3,Technical Degree,1,80
1392,41,Female,1,Below College,Married,Y,Sales,Travel_Rarely,23,Medical,1,80
1394,37,Male,1,Below College,Married,Y,Human Resources,Travel_Rarely,6,Medical,1,80
1395,33,Male,2,College,Single,Y,Research & Development,Travel_Frequently,24,Life Sciences,1,80
1396,32,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,10,Life Sciences,1,80
1397,39,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,15,Life Sciences,1,80
1399,25,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,19,Other,1,80
1401,52,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,3,Medical,1,80
1402,43,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,9,Medical,1,80
1403,27,Female,1,Below College,Single,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1405,27,Female,4,Master,Married,Y,Sales,Travel_Rarely,10,Technical Degree,1,80
1407,26,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,20,Life Sciences,1,80
1408,42,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,4,Life Sciences,1,80
1409,52,Female,2,College,Married,Y,Research & Development,Travel_Rarely,16,Other,1,80
1411,37,Female,1,Below College,Single,Y,Human Resources,Travel_Frequently,2,Human Resources,1,80
1412,35,Male,2,College,Single,Y,Sales,Travel_Rarely,2,Medical,1,80
1415,25,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Frequently,22,Medical,1,80
1417,26,Male,4,Master,Married,Y,Research & Development,Non-Travel,16,Technical Degree,1,80
1419,29,Male,2,College,Single,Y,Research & Development,Travel_Rarely,24,Life Sciences,1,80
1420,49,Male,2,College,Married,Y,Sales,Travel_Rarely,17,Marketing,1,80
1421,29,Female,2,College,Divorced,Y,Sales,Travel_Rarely,10,Medical,1,80
1422,54,Female,1,Below College,Married,Y,Sales,Travel_Rarely,3,Medical,1,80
1423,58,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,4,Medical,1,80
1424,55,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,6,Other,1,80
1425,36,Female,4,Master,Single,Y,Sales,Travel_Rarely,10,Marketing,1,80
1427,31,Female,2,College,Married,Y,Sales,Travel_Frequently,1,Life Sciences,1,80
1428,30,Female,3,Bachelor,Single,Y,Sales,Travel_Frequently,24,Technical Degree,1,80
1430,31,Female,4,Master,Married,Y,Sales,Non-Travel,21,Life Sciences,1,80
1431,34,Male,4,Master,Married,Y,Research & Development,Travel_Frequently,22,Other,1,80
1433,31,Female,2,College,Single,Y,Sales,Travel_Rarely,13,Marketing,1,80
1434,27,Male,4,Master,Married,Y,Research & Development,Non-Travel,14,Technical Degree,1,80
1435,36,Male,5,Doctor,Married,Y,Sales,Travel_Rarely,11,Marketing,1,80
1436,36,Female,2,College,Married,Y,Research & Development,Travel_Rarely,9,Medical,1,80
1438,47,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Frequently,8,Medical,1,80
1439,25,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,21,Life Sciences,1,80
1440,37,Male,2,College,Divorced,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1441,56,Female,4,Master,Divorced,Y,Sales,Travel_Rarely,12,Marketing,1,80
1443,47,Female,3,Bachelor,Married,Y,Human Resources,Travel_Frequently,22,Human Resources,1,80
1445,24,Female,4,Master,Married,Y,Sales,Travel_Rarely,18,Medical,1,80
1446,32,Male,3,Bachelor,Single,Y,Research & Development,Non-Travel,16,Medical,1,80
1447,34,Female,2,College,Divorced,Y,Research & Development,Non-Travel,3,Medical,1,80
1448,41,Male,4,Master,Married,Y,Research & Development,Non-Travel,9,Life Sciences,1,80
1449,40,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,1,Marketing,1,80
1453,31,Male,4,Master,Divorced,Y,Research & Development,Non-Travel,15,Medical,1,80
1457,46,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,17,Technical Degree,1,80
1458,39,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,1,Life Sciences,1,80
1459,31,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,5,Life Sciences,1,80
1460,45,Male,4,Master,Married,Y,Sales,Travel_Frequently,26,Marketing,1,80
1461,31,Female,4,Master,Single,Y,Sales,Travel_Rarely,24,Life Sciences,1,80
1464,31,Male,2,College,Divorced,Y,Research & Development,Travel_Frequently,7,Life Sciences,1,80
1465,45,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,11,Life Sciences,1,80
1466,48,Male,4,Master,Married,Y,Human Resources,Travel_Frequently,1,Other,1,80
1467,34,Female,4,Master,Married,Y,Human Resources,Travel_Rarely,26,Human Resources,1,80
1468,40,Male,4,Master,Single,Y,Sales,Travel_Rarely,15,Marketing,1,80
1469,28,Male,2,College,Single,Y,Research & Development,Non-Travel,23,Life Sciences,1,80
1471,44,Male,3,Bachelor,Married,Y,Research & Development,Non-Travel,10,Medical,1,80
1472,53,Male,2,College,Single,Y,Research & Development,Travel_Rarely,12,Other,1,80
1473,49,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,11,Technical Degree,1,80
1474,40,Male,1,Below College,Divorced,Y,Research & Development,Travel_Rarely,2,Other,1,80
1475,44,Male,2,College,Divorced,Y,Research & Development,Non-Travel,1,Medical,1,80
1477,33,Male,2,College,Married,Y,Sales,Travel_Rarely,2,Life Sciences,1,80
1478,34,Male,1,Below College,Married,Y,Research & Development,Non-Travel,1,Medical,1,80
1479,30,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,11,Medical,1,80
1480,42,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,9,Medical,1,80
1481,44,Female,2,College,Married,Y,Research & Development,Travel_Rarely,15,Medical,1,80
1482,30,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,29,Life Sciences,1,80
1483,57,Male,4,Master,Married,Y,Sales,Travel_Rarely,1,Medical,1,80
1484,49,Male,1,Below College,Single,Y,Research & Development,Travel_Rarely,24,Life Sciences,1,80
1485,34,Male,4,Master,Married,Y,Sales,Travel_Rarely,1,Marketing,1,80
1486,28,Male,4,Master,Divorced,Y,Sales,Non-Travel,29,Life Sciences,1,80
1487,29,Female,1,Below College,Single,Y,Sales,Travel_Rarely,5,Medical,1,80
1489,34,Female,3,Bachelor,Married,Y,Sales,Travel_Frequently,9,Marketing,1,80
1492,35,Male,2,College,Divorced,Y,Research & Development,Travel_Frequently,4,Life Sciences,1,80
1494,24,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,28,Marketing,1,80
1495,24,Female,4,Master,Divorced,Y,Sales,Non-Travel,15,Marketing,1,80
1496,44,Male,4,Master,Single,Y,Human Resources,Travel_Rarely,26,Life Sciences,1,80
1497,29,Male,2,College,Married,Y,Sales,Travel_Rarely,10,Life Sciences,1,80
1499,30,Male,4,Master,Divorced,Y,Sales,Travel_Frequently,1,Life Sciences,1,80
1501,55,Male,4,Master,Married,Y,Sales,Travel_Rarely,11,Marketing,1,80
1502,33,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,20,Life Sciences,1,80
1503,47,Female,2,College,Married,Y,Research & Development,Travel_Rarely,13,Other,1,80
1504,28,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,28,Medical,1,80
1506,28,Male,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,28,Marketing,1,80
1507,28,Male,1,Below College,Married,Y,Sales,Travel_Rarely,24,Marketing,1,80
1509,49,Female,3,Bachelor,Single,Y,Research & Development,Non-Travel,5,Medical,1,80
1513,29,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,5,Other,1,80
1514,28,Male,2,College,Married,Y,Research & Development,Travel_Frequently,23,Medical,1,80
1515,33,Male,3,Bachelor,Married,Y,Sales,Travel_Frequently,2,Medical,1,80
1516,32,Male,2,College,Single,Y,Research & Development,Travel_Rarely,15,Life Sciences,1,80
1520,54,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1522,29,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1523,44,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,1,Medical,1,80
1525,39,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,23,Medical,1,80
1527,46,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1529,35,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1533,23,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,9,Medical,1,80
1534,40,Male,3,Bachelor,Divorced,Y,Research & Development,Non-Travel,9,Medical,1,80
1535,34,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1537,31,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1539,50,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1541,34,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,9,Medical,1,80
1542,42,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1543,37,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,14,Medical,1,80
1544,29,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1545,33,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,5,Life Sciences,1,80
1546,45,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1547,42,Male,2,College,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1548,40,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1549,33,Male,2,College,Divorced,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1550,40,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1551,24,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1552,40,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1553,45,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,9,Medical,1,80
1554,35,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1555,32,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,3,Technical Degree,1,80
1556,36,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,16,Marketing,1,80
1557,48,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1558,29,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1560,33,Male,4,Master,Single,Y,Research & Development,Travel_Frequently,10,Life Sciences,1,80
1562,30,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,8,Other,1,80
1563,38,Male,4,Master,Married,Y,Sales,Travel_Rarely,8,Marketing,1,80
1564,35,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1568,30,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,5,Technical Degree,1,80
1569,35,Female,1,Below College,Divorced,Y,Research & Development,Travel_Rarely,26,Life Sciences,1,80
1572,53,Female,1,Below College,Single,Y,Sales,Travel_Frequently,1,Technical Degree,1,80
1573,38,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,5,Marketing,1,80
1574,32,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1576,48,Female,4,Master,Single,Y,Sales,Travel_Rarely,9,Life Sciences,1,80
1577,34,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1578,55,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1580,34,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,14,Life Sciences,1,80
1581,26,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1582,38,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1583,38,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,3,Medical,1,80
1585,36,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,3,Medical,1,80
1586,29,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1587,35,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1588,39,Male,4,Master,Married,Y,Sales,Travel_Rarely,2,Life Sciences,1,80
1590,29,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,3,Medical,1,80
1591,50,Male,2,College,Divorced,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1592,23,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1594,36,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
1595,42,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1596,35,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,1,Marketing,1,80
1597,34,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1598,40,Female,1,Below College,Married,Y,Research & Development,Travel_Frequently,8,Life Sciences,1,80
1599,43,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Technical Degree,1,80
1601,35,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,10,Medical,1,80
1602,46,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1604,28,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,23,Medical,1,80
1605,22,Female,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,7,Life Sciences,1,80
1606,50,Male,2,College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1607,32,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,2,Marketing,1,80
1608,44,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1609,30,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1611,45,Female,1,Below College,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1612,45,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1613,31,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1614,36,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1615,34,Male,2,College,Married,Y,Sales,Travel_Rarely,3,Medical,1,80
1617,49,Female,3,Bachelor,Married,Y,Research & Development,Non-Travel,3,Life Sciences,1,80
1618,39,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,9,Medical,1,80
1619,27,Male,2,College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1621,35,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1622,28,Female,4,Master,Married,Y,Sales,Travel_Rarely,8,Marketing,1,80
1623,21,Male,2,College,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1624,18,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1625,47,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,9,Medical,1,80
1627,39,Male,1,Below College,Single,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1628,40,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1630,35,Female,1,Below College,Single,Y,Research & Development,Travel_Rarely,10,Medical,1,80
1631,37,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1633,39,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,27,Medical,1,80
1635,45,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1638,38,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1639,35,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1640,37,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1641,40,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1642,44,Male,2,College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1644,48,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Other,1,80
1645,35,Male,2,College,Married,Y,Research & Development,Travel_Rarely,23,Life Sciences,1,80
1646,24,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1647,27,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1648,27,Male,2,College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1649,40,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1650,29,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1651,36,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1653,25,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,7,Other,1,80
1654,39,Male,1,Below College,Single,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1655,49,Female,2,College,Married,Y,Sales,Travel_Rarely,1,Life Sciences,1,80
1656,50,Female,2,College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1657,20,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
1658,34,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,3,Life Sciences,1,80
1659,36,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,11,Life Sciences,1,80
1661,49,Female,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,1,Medical,1,80
1662,36,Female,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,1,Life Sciences,1,80
1664,36,Male,4,Master,Divorced,Y,Research & Development,Non-Travel,2,Life Sciences,1,80
1665,54,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
1666,43,Male,4,Master,Single,Y,Sales,Travel_Rarely,2,Life Sciences,1,80
1667,35,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1668,38,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,1,Other,1,80
1669,29,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,5,Technical Degree,1,80
1670,33,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,20,Medical,1,80
1671,32,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,1,Technical Degree,1,80
1673,31,Female,4,Master,Divorced,Y,Sales,Travel_Rarely,10,Marketing,1,80
1674,49,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,6,Medical,1,80
1675,38,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1676,47,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,3,Medical,1,80
1677,49,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1678,41,Male,2,College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1680,20,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1681,33,Female,2,College,Divorced,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1682,36,Male,2,College,Single,Y,Sales,Travel_Rarely,4,Life Sciences,1,80
1683,44,Female,2,College,Divorced,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1684,23,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,17,Technical Degree,1,80
1687,38,Female,1,Below College,Married,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
1689,53,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1691,48,Female,1,Below College,Married,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1692,32,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1693,26,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,9,Life Sciences,1,80
1694,55,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
1696,34,Male,1,Below College,Married,Y,Sales,Travel_Rarely,2,Marketing,1,80
1697,60,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1698,33,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1700,37,Male,4,Master,Married,Y,Sales,Travel_Rarely,2,Life Sciences,1,80
1701,34,Female,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,9,Medical,1,80
1702,23,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,10,Life Sciences,1,80
1703,44,Female,2,College,Married,Y,Research & Development,Travel_Rarely,1,Medical,1,80
1704,35,Male,1,Below College,Married,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
